id,date,image_url,content,content_translation,image_description,extended_text,reply_count,like_count,topic,negative_score,neutral_score,positive_score,x,y
175,2023-06-01,https://scontent-lcy1-1.cdninstagram.com/v/t51.29350-15/350483430_583130897016871_4053670934162371910_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=dz4ob2TkJU8AX_Nu6TV&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfBwqn2BUQ4N9HGjb2_PWsjGgTXHP1ueJXBxxx7zoJFYjg&oe=647E4F67,Share this with the king in your life !! www.artofmanclothing.com #chess #mensfashion #fathersdaygifts #fathersday #streetwear #airjordan,Share this with the king in your life !! www.artofmanclothing.com #chess #mensfashion #fathersdaygifts #fathersday #streetwear #airjordan,a group of three t - shirts with a chess piece on them,Share this with the king in your life !! www.artofmanclothing.com #chess #mensfashion #fathersdaygifts #fathersday #streetwear #airjordan. Image description: a group of three t - shirts with a chess piece on them,2,6,22,0.0032937072683125734,0.1585744023323059,0.8381319046020508,16.714169,3.8644989
176,2023-06-01,https://scontent.cdninstagram.com/v/t51.29350-15/350638479_1398832917326164_4045150032024386813_n.webp?stp=dst-jpg&_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=x2NwbiiZ76sAX9rA2aE&_nc_ht=scontent.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfBxCHFe7Ce0jWEtqVRw6W7BwjGBMnEIzTj9LqVANermMA&oe=647E4D4E,#xtramileacademy #xtramiletrainers #acheivement #chess #fiderated #fideratedcoaches #chessgame,#xtramileacademy #xtramiletrainers #acheivement #chess #fiderated #fideratedcoaches #chessgame,a close up of a person in a suit and tie with a name tag,#xtramileacademy #xtramiletrainers #acheivement #chess #fiderated #fideratedcoaches #chessgame. Image description: a close up of a person in a suit and tie with a name tag,0,0,-1,0.03206859529018402,0.8847160935401917,0.08321526646614075,11.854043,4.8148136
177,2023-06-01,https://scontent-lcy1-1.cdninstagram.com/v/t51.29350-15/350472319_796803375165678_7812900765354074595_n.heic?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=fV5lPDbmkgcAX9bu5Cm&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfCuIXfwMa8KwvXpLbWYb_xuyMFqTr7B7w7VDQMQIUm2tQ&oe=647D92E7,"И снова ""Феномен"" (fenomen.barnaul ) в призёрах ❗
📢 Сегодня 1 июня в парке ""Изумрудный"" проходил блиц-турнир по шахматам, посвящённый Дню защиты детей.
Играли больше 80-ти мальчишек и девчонок! В 3-х возрастных категориях.
Наш ученик, наш чемпион, Артём Червяков в упорной борьбе завоевал бронзовую медаль 🥉 Ура!!! 🥳🥳🥳
#барнаул #шахматы #шахматыдетям #шахматывбарнауле #феноменбарнаул #играйвшахматы #паркизумрудныйбарнаул #chess #playchess #checkandmate","И снова ""Феномен"" (fenomen.barnaul ) в призёрах ❗
📢 Сегодня 1 июня в парке ""Изумрудный"" проходил блиц-турнир по шахматам, посвящённый Дню защиты детей.
Играли больше 80-ти мальчишек и девчонок! В 3-х возрастных категориях.
Наш ученик, наш чемпион, Артём Червяков в упорной борьбе завоевал бронзовую медаль 🥉 Ура!!! 🥳🥳🥳
#барнаул #шахматы #шахматыдетям #шахматывбарнауле #феноменбарнаул #играйвшахматы #паркизумрудныйбарнаул #chess #playchess #checkandmate",several pictures of a group of people holding up certificates in front of a building,"И снова ""Феномен"" (fenomen.barnaul ) в призёрах ❗
📢 Сегодня 1 июня в парке ""Изумрудный"" проходил блиц-турнир по шахматам, посвящённый Дню защиты детей.
Играли больше 80-ти мальчишек и девчонок! В 3-х возрастных категориях.
Наш ученик, наш чемпион, Артём Червяков в упорной борьбе завоевал бронзовую медаль 🥉 Ура!!! 🥳🥳🥳
#барнаул #шахматы #шахматыдетям #шахматывбарнауле #феноменбарнаул #играйвшахматы #паркизумрудныйбарнаул #chess #playchess #checkandmate. Image description: several pictures of a group of people holding up certificates in front of a building",0,1,4,0.04593802988529205,0.8906229138374329,0.06343896687030792,11.35696,6.5700274
178,2023-06-01,https://scontent-lcy1-1.cdninstagram.com/v/t51.29350-15/350472320_954418618932259_283659861555484751_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=35MzR4RWCzwAX_htNo9&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfAN6pPwwW4eJobQmSqgiHmuGK4RJ_vBXRQhr9jmJUyu6w&oe=647E51E2,"Se você é estudante regularmente matriculado da UnB e tem entre 18 a 25 anos, venha participar da seletiva para o JUBs 2023 ♟️

Confira o regulamento no link abaixo e se inscreva através dos contatos informados 📝✨

https://drive.google.com/file/d/19cSVns_sAD0qHvdqJiVORWDztOgcSH3h/view?usp=sharing

#universidadedebrasilia #esporteuniversitario #xadrez #chess #jubs","Se você é estudante regularmente matriculado da UnB e tem entre 18 a 25 anos, venha participar da seletiva para o JUBs 2023 ♟️

Confira o regulamento no link abaixo e se inscreva através dos contatos informados 📝✨

https://drive.google.com/file/d/19cSVns_sAD0qHvdqJiVORWDztOgcSH3h/view?usp=sharing

#universidadedebrasilia #esporteuniversitario #xadrez #chess #jubs",a poster for a chess tournament with a chess board and pieces,"Se você é estudante regularmente matriculado da UnB e tem entre 18 a 25 anos, venha participar da seletiva para o JUBs 2023 ♟️

Confira o regulamento no link abaixo e se inscreva através dos contatos informados 📝✨

https://drive.google.com/file/d/19cSVns_sAD0qHvdqJiVORWDztOgcSH3h/view?usp=sharing

#universidadedebrasilia #esporteuniversitario #xadrez #chess #jubs. Image description: a poster for a chess tournament with a chess board and pieces",0,15,2,0.014724585227668285,0.9117417931556702,0.07353363186120987,9.364272,5.4544044
179,2023-06-01,https://scontent.cdninstagram.com/v/t51.29350-15/350490768_769549684873550_5424252606743030538_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=48eAKAU8t6UAX8A8WR2&_nc_ht=scontent.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfDx3Vu1OkibFxiOooPUwAHe8KbD8zDJe3OJIlMDYKTfgw&oe=647DA6C6,"What's the move today? You got the TOUCH Twin Marker?
How about multi-media portrait creation with TOUCH Twin Marker?
 
#ShinHanArt #drawing #illustration #portraitdrawing #chess #markers #artsupplies #art","What's the move today? You got the TOUCH Twin Marker?
How about multi-media portrait creation with TOUCH Twin Marker?
 
#ShinHanArt #drawing #illustration #portraitdrawing #chess #markers #artsupplies #art",a close up of a picture of a woman with a pencil in her hand,"What's the move today? You got the TOUCH Twin Marker?
How about multi-media portrait creation with TOUCH Twin Marker?
 
#ShinHanArt #drawing #illustration #portraitdrawing #chess #markers #artsupplies #art. Image description: a close up of a picture of a woman with a pencil in her hand",0,4,5,0.006408858112990856,0.8854681253433228,0.10812301188707352,16.068726,5.1553454
180,2023-06-01,https://scontent-lcy1-1.cdninstagram.com/v/t51.29350-15/350415375_220474513785410_5741727609133306675_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=p155s0wJCT4AX8uvjIK&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfBO27tMudPvLmLijw0kRyVPRF3DbyA2fR8KkISpkGmKbg&oe=647E4D60,Iykyk😢back when i was a noob of course #breakingbadmemes #breakingbad #jessepinkman #meme #chess #chessmemes,Iykyk😢back when i was a noob of course #breakingbadmemes #breakingbad #jessepinkman #meme #chess #chessmemes,a close up of a person driving a car with a number of different faces,Iykyk😢back when i was a noob of course #breakingbadmemes #breakingbad #jessepinkman #meme #chess #chessmemes. Image description: a close up of a person driving a car with a number of different faces,0,1,3,0.5692268013954163,0.39305707812309265,0.03771615028381348,11.719667,0.48105145
181,2023-06-01,https://scontent-lcy1-1.cdninstagram.com/v/t39.30808-6/350915341_941149093757949_3713530324355120793_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=0se2rVAceCUAX_14Hg-&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfCFbDdglNHmmyP4dQnN5ypE-ydyBrbWYsgp5JthjfHjDQ&oe=647E5EB0,"Satranç sporunu sevdirmeyi ve yaygınlaştırmayı amaçlayan 65. KARE SATRANÇ DERNEĞİ, yaz dönemi kurs kayıtlarını başlattı...

Satranç kurslarına katılmak  veya detaylı bilgi almak isteyenler 0 542 865 43 13 numaralı hattan detaylı bilgiye ulaşabilirler...

#satranç #chess #satranc #e #schach #k #chessgame #chesspuzzle  #chesslover #chessplayer #okul  #chessboard  #chessmoves #chessmaster #checkmate #chesstactics  #chesslife #echecs #65kare #hamle #satrançtakımı #satrançdersleri","Satranç sporunu sevdirmeyi ve yaygınlaştırmayı amaçlayan 65. KARE SATRANÇ DERNEĞİ, yaz dönemi kurs kayıtlarını başlattı...

Satranç kurslarına katılmak  veya detaylı bilgi almak isteyenler 0 542 865 43 13 numaralı hattan detaylı bilgiye ulaşabilirler...

#satranç #chess #satranc #e #schach #k #chessgame #chesspuzzle  #chesslover #chessplayer #okul  #chessboard  #chessmoves #chessmaster #checkmate #chesstactics  #chesslife #echecs #65kare #hamle #satrançtakımı #satrançdersleri",a poster for a chess tournament with a hand holding a chess piece,"Satranç sporunu sevdirmeyi ve yaygınlaştırmayı amaçlayan 65. KARE SATRANÇ DERNEĞİ, yaz dönemi kurs kayıtlarını başlattı...

Satranç kurslarına katılmak  veya detaylı bilgi almak isteyenler 0 542 865 43 13 numaralı hattan detaylı bilgiye ulaşabilirler...

#satranç #chess #satranc #e #schach #k #chessgame #chesspuzzle  #chesslover #chessplayer #okul  #chessboard  #chessmoves #chessmaster #checkmate #chesstactics  #chesslife #echecs #65kare #hamle #satrançtakımı #satrançdersleri. Image description: a poster for a chess tournament with a hand holding a chess piece",0,2,12,0.03878426551818848,0.8693844676017761,0.09183129668235779,10.419105,7.278159
182,2023-06-01,https://scontent-lcy1-1.cdninstagram.com/v/t51.29350-15/350238030_1330368394357341_8182379635697325808_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=umz0GMJdtYkAX8MTsmb&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfCs3DETV2zCpNmhvi5zD8rnJGsV665Xu2HpmcBatR5qUQ&oe=647E7353,"26.12.2022г.  Мат более сильному сопернику за доли секунды до окончания партии.

Кроме живых турниров и безусловно игры в шахматы на тренировках в шахматном клубе «Рассвет» активно играю на платформе lichess.com.
Мой профиль шахматиста Misha_M2018, если вы тоже играете на этой платформе добавляйтесь там в друзья с удовольствием с Вами сыграю партию в рапид.

26.12.2022. Checkmate a stronger opponent a fraction of a second before the end of the game.

In addition to live tournaments and, of course, playing chess in training at the Rassvet chess club, I actively play on the platform lichess.com .
My chess player profile is Misha_M2018, if you also play on this platform, add friends there with pleasure I will play a game of rapid with you.

#мишамарковшахматист
#шахматист
#шахматисты 
#юныйшахматист
#шахматы
#шахматымосква
#chess
#chessgame 
#chessplayer","26.12.2022г.  Мат более сильному сопернику за доли секунды до окончания партии.

Кроме живых турниров и безусловно игры в шахматы на тренировках в шахматном клубе «Рассвет» активно играю на платформе lichess.com.
Мой профиль шахматиста Misha_M2018, если вы тоже играете на этой платформе добавляйтесь там в друзья с удовольствием с Вами сыграю партию в рапид.

26.12.2022. Checkmate a stronger opponent a fraction of a second before the end of the game.

In addition to live tournaments and, of course, playing chess in training at the Rassvet chess club, I actively play on the platform lichess.com .
My chess player profile is Misha_M2018, if you also play on this platform, add friends there with pleasure I will play a game of rapid with you.

#мишамарковшахматист
#шахматист
#шахматисты 
#юныйшахматист
#шахматы
#шахматымосква
#chess
#chessgame 
#chessplayer",a close up of a cell phone with a chess game on it,"26.12.2022г.  Мат более сильному сопернику за доли секунды до окончания партии.

Кроме живых турниров и безусловно игры в шахматы на тренировках в шахматном клубе «Рассвет» активно играю на платформе lichess.com.
Мой профиль шахматиста Misha_M2018, если вы тоже играете на этой платформе добавляйтесь там в друзья с удовольствием с Вами сыграю партию в рапид.

26.12.2022. Checkmate a stronger opponent a fraction of a second before the end of the game.

In addition to live tournaments and, of course, playing chess in training at the Rassvet chess club, I actively play on the platform lichess.com .
My chess player profile is Misha_M2018, if you also play on this platform, add friends there with pleasure I will play a game of rapid with you.

#мишамарковшахматист
#шахматист
#шахматисты 
#юныйшахматист
#шахматы
#шахматымосква
#chess
#chessgame 
#chessplayer. Image description: a close up of a cell phone with a chess game on it",0,5,4,0.04627994820475578,0.8482975363731384,0.10542251914739609,11.025949,6.7557397
183,2023-06-01,https://scontent-lcy1-2.cdninstagram.com/v/t51.29350-15/350644747_1221028128558143_2476717955397843695_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=qvlgR4fk3iYAX_lbDu5&_nc_ht=scontent-lcy1-2.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfDcPTC3tbnDezkk3mS4SZYxdGQ2472XeWcwaRZ9tL8gcQ&oe=647E2F49,Sucks to suck jesse #jessepinkman #breakingbadmemes #breakingbad #chess #meme #mrwhite,Sucks to suck jesse #jessepinkman #breakingbadmemes #breakingbad #chess #meme #mrwhite,two men are playing chess with a caption that says no less i will not play black,Sucks to suck jesse #jessepinkman #breakingbadmemes #breakingbad #chess #meme #mrwhite. Image description: two men are playing chess with a caption that says no less i will not play black,0,6,3,0.8863464593887329,0.1041540578007698,0.009499563835561275,11.709021,0.5405111
184,2023-06-01,https://scontent-lcy1-1.cdninstagram.com/v/t51.29350-15/350512025_636334875032986_2985867591199283846_n.webp?stp=dst-jpg&_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=-LgG27JZJD4AX_DRSGZ&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfCIDL1BmRPq79D5EVH34YJaPx_gGh97dAYEr6cY1EGmjQ&oe=647D27B8,"Head Coach and Manager of Mastermind Chess Academy y_.k._ 

#chess #chesscoach #chessacademy
#coachchess #chesscoaching #mastermind
#bestchess #chesskids","Head Coach and Manager of Mastermind Chess Academy y_.k._ 

#chess #chesscoach #chessacademy
#coachchess #chesscoaching #mastermind
#bestchess #chesskids",several people sitting at a table playing chess with a man in a yellow shirt,"Head Coach and Manager of Mastermind Chess Academy y_.k._ 

#chess #chesscoach #chessacademy
#coachchess #chesscoaching #mastermind
#bestchess #chesskids. Image description: several people sitting at a table playing chess with a man in a yellow shirt",0,10,8,0.012592246755957603,0.7880151271820068,0.1993926763534546,12.013485,4.8498945
185,2023-06-01,https://scontent.cdninstagram.com/v/t51.29350-15/350442751_678923753995775_7473405610651226917_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=DYCyiFKMjrUAX8YfDS6&_nc_ht=scontent.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfCHzrJs9_JPOFKQ6xQ1vV4hBVgJrq62s-IWj6kptegGUQ&oe=647DA907,"Esta debe ser una de las mejores fotos de una mujer jugando al ajedrez.... debería dedicarme a buscar fotos así...
MI Florencia Fernández 🇦🇷.

#chess #ajedrez #ajedrezlatinoamerica #ajedrezsuramericano #ajedrezlatam #chesslovers #chesswomen","Esta debe ser una de las mejores fotos de una mujer jugando al ajedrez.... debería dedicarme a buscar fotos así...
MI Florencia Fernández 🇦🇷.

#chess #ajedrez #ajedrezlatinoamerica #ajedrezsuramericano #ajedrezlatam #chesslovers #chesswomen",arafed woman sitting at a table with a cell phone in her hand,"Esta debe ser una de las mejores fotos de una mujer jugando al ajedrez.... debería dedicarme a buscar fotos así...
MI Florencia Fernández 🇦🇷.

#chess #ajedrez #ajedrezlatinoamerica #ajedrezsuramericano #ajedrezlatam #chesslovers #chesswomen. Image description: arafed woman sitting at a table with a cell phone in her hand",0,0,-1,0.025924725458025932,0.8272984623908997,0.14677684009075165,15.087885,6.0730505
186,2023-06-01,https://scontent.cdninstagram.com/v/t51.29350-15/350980805_1295220661092024_2826375489119676856_n.webp?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=qCU3jAer0W8AX9VnrgB&_nc_ht=scontent.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfDZXxA0HktFSiJn1qk11GT6J3BQVN04xSc46h1ksnuOfg&oe=647D5E4F,"Après avoir entraîné les muscles, pourquoi pas  entraîner un peu le cerveau avec une petite partie d'échecs ? 🤓

N'hésitez pas à profiter du plateau en libre service, et mettez au défis vos amis ou même le staff 😎

#chess #escalade #beynost #ain #lyon #sport #brain #boulder","Après avoir entraîné les muscles, pourquoi pas  entraîner un peu le cerveau avec une petite partie d'échecs ? 🤓

N'hésitez pas à profiter du plateau en libre service, et mettez au défis vos amis ou même le staff 😎

#chess #escalade #beynost #ain #lyon #sport #brain #boulder",chess board with chess pieces and beer bottles on a table,"Après avoir entraîné les muscles, pourquoi pas  entraîner un peu le cerveau avec une petite partie d'échecs ? 🤓

N'hésitez pas à profiter du plateau en libre service, et mettez au défis vos amis ou même le staff 😎

#chess #escalade #beynost #ain #lyon #sport #brain #boulder. Image description: chess board with chess pieces and beer bottles on a table",0,12,-1,0.0283155869692564,0.8434218764305115,0.1282625049352646,12.575991,5.329374
187,2023-06-01,https://scontent.cdninstagram.com/v/t51.29350-15/350683539_821445672882496_750905367677867052_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Wotm4eayHH4AX9mx2AK&_nc_ht=scontent.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfCFVIOqq1wtxPJXaoMRAR_brrNrujbEUhaG81_309bcWA&oe=647E0145,"Handbook 101
How to handle stress in chess!
#SindhChess #KarachiChess #chessstress #fidetournament #foodie #foodexpert #funchess #chess #lichess","Handbook 101
How to handle stress in chess!
#SindhChess #KarachiChess #chessstress #fidetournament #foodie #foodexpert #funchess #chess #lichess",there is a man eating a piece of food at a table,"Handbook 101
How to handle stress in chess!
#SindhChess #KarachiChess #chessstress #fidetournament #foodie #foodexpert #funchess #chess #lichess. Image description: there is a man eating a piece of food at a table",1,22,8,0.08089480549097061,0.733368992805481,0.18573620915412903,12.158713,5.0334163
188,2023-06-01,https://scontent.cdninstagram.com/v/t51.29350-15/350569500_1290863975159295_7952820903998537101_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=KNMXZBQjXHoAX-G1dgF&_nc_ht=scontent.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfAPe1wrNC_23ZqChI7h8pn7WyA7EaKwlYiSc8VSmClazA&oe=647DCE02,"On my way to grandmaster 💪
Follow me👉chesstrio
Follow me👉chesstrio
-
-
-
-
-
-
DM for credit/removal
#chessplayer #chessplayers #chessmaster #chesstactics #chessmemes #chess #strategy #chesschampion #chessboard","On my way to grandmaster 💪
Follow me👉chesstrio
Follow me👉chesstrio
-
-
-
-
-
-
DM for credit/removal
#chessplayer #chessplayers #chessmaster #chesstactics #chessmemes #chess #strategy #chesschampion #chessboard",someone is playing a game on their phone with a chess board,"On my way to grandmaster 💪
Follow me👉chesstrio
Follow me👉chesstrio
-
-
-
-
-
-
DM for credit/removal
#chessplayer #chessplayers #chessmaster #chesstactics #chessmemes #chess #strategy #chesschampion #chessboard. Image description: someone is playing a game on their phone with a chess board",0,6,3,0.006039428059011698,0.3660462498664856,0.6279143691062927,11.290674,0.46845
189,2023-06-01,https://scontent.cdninstagram.com/v/t51.29350-15/350830859_966789411025650_8577239840770077397_n.heic?stp=dst-jpg&_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=_pPaMvVcXPsAX-Y7yKe&_nc_ht=scontent.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfCr2TpvDCmzZ-KfLcPYxEnPjvGd0L1e0-A3mdBsFq9TNA&oe=647E537F,"We have extended our hours for the summer ⛱️ Pop down to see us on the South Quay. We can't wait to meet you!

We have delicious woodlandcoffeeireland , hot chocolate, smoothies, toasties, treats, ice cream and lots of fun board games for all the family. 

Indoor and riverside outdoor seating available. We are dog friendly. 🐕‍🦺

Location 📍South Quay Wicklow Town A67C426

☕Monday to Thursday 7:30-6pm 
☕Friday 7:30-7pm
☕ Saturday 8am-7pm 
☕ Sunday 8:30am-7pm 

#wicklowinspired #wicklow #wicklowtown #coffeeandchess #boardgames #cafe #coffee #coffeeireland #woodlandcoffee #ireland #wicklowoutdoors #seal #wicklowtown #wicklowtourism #bordfailte #hikingireland #thehikelife #coffeetime #indoorseating #blackcastle #irishtourism #chess #chessireland #championgreen #shoplocal #dog #dogfriendly #thehikelife","We have extended our hours for the summer ⛱️ Pop down to see us on the South Quay. We can't wait to meet you!

We have delicious woodlandcoffeeireland , hot chocolate, smoothies, toasties, treats, ice cream and lots of fun board games for all the family. 

Indoor and riverside outdoor seating available. We are dog friendly. 🐕‍🦺

Location 📍South Quay Wicklow Town A67C426

☕Monday to Thursday 7:30-6pm 
☕Friday 7:30-7pm
☕ Saturday 8am-7pm 
☕ Sunday 8:30am-7pm 

#wicklowinspired #wicklow #wicklowtown #coffeeandchess #boardgames #cafe #coffee #coffeeireland #woodlandcoffee #ireland #wicklowoutdoors #seal #wicklowtown #wicklowtourism #bordfailte #hikingireland #thehikelife #coffeetime #indoorseating #blackcastle #irishtourism #chess #chessireland #championgreen #shoplocal #dog #dogfriendly #thehikelife",there is a poster for a coffee shop with a picture of a cupcake,"We have extended our hours for the summer ⛱️ Pop down to see us on the South Quay. We can't wait to meet you!

We have delicious woodlandcoffeeireland , hot chocolate, smoothies, toasties, treats, ice cream and lots of fun board games for all the family. 

Indoor and riverside outdoor seating available. We are dog friendly. 🐕‍🦺

Location 📍South Quay Wicklow Town A67C426

☕Monday to Thursday 7:30-6pm 
☕Friday 7:30-7pm
☕ Saturday 8am-7pm 
☕ Sunday 8:30am-7pm 

#wicklowinspired #wicklow #wicklowtown #coffeeandchess #boardgames #cafe #coffee #coffeeireland #woodlandcoffee #ireland #wicklowoutdoors #seal #wicklowtown #wicklowtourism #bordfailte #hikingireland #thehikelife #coffeetime #indoorseating #blackcastle #irishtourism #chess #chessireland #championgreen #shoplocal #dog #dogfriendly #thehikelife. Image description: there is a poster for a coffee shop with a picture of a cupcake",2,9,1,0.001382442656904459,0.03676362335681915,0.9618539214134216,12.301461,2.984303
190,2023-06-01,https://scontent.cdninstagram.com/v/t51.29350-15/350479635_1046829540035236_3736024236519563206_n.webp?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ibNYBhrh7tgAX-IHoRp&_nc_ht=scontent.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfD7lMWR-dvX8RlGW6x6IyzNoNct9lmef85MMmNX_aEyzg&oe=647DAAD0,"Double ➡️Tap If You Like 👍🏻The Post And share with your Friends.

➡️ Follow For Daily GK & Current Affairs

➡️ Follow ❤️ hotscurrentaffairs

#Upsc #Ias #Ips  #Ssc #Chsl #Cgl #Mts #steno #Stenographer #Delhipolice #headconstable #gdconstable #ministerial  #Banking #IBPS #others #gk #generalknowledge #ca #currentaffairs #dailycurrentaffairs #hotsknowledge #generalawareness #generalstudies #generalscience #hotscurrentaffairs #allgovtexams #chess #magnuscharlsen","Double ➡️Tap If You Like 👍🏻The Post And share with your Friends.

➡️ Follow For Daily GK & Current Affairs

➡️ Follow ❤️ hotscurrentaffairs

#Upsc #Ias #Ips  #Ssc #Chsl #Cgl #Mts #steno #Stenographer #Delhipolice #headconstable #gdconstable #ministerial  #Banking #IBPS #others #gk #generalknowledge #ca #currentaffairs #dailycurrentaffairs #hotsknowledge #generalawareness #generalstudies #generalscience #hotscurrentaffairs #allgovtexams #chess #magnuscharlsen",a man in a suit playing chess with a yellow background,"Double ➡️Tap If You Like 👍🏻The Post And share with your Friends.

➡️ Follow For Daily GK & Current Affairs

➡️ Follow ❤️ hotscurrentaffairs

#Upsc #Ias #Ips  #Ssc #Chsl #Cgl #Mts #steno #Stenographer #Delhipolice #headconstable #gdconstable #ministerial  #Banking #IBPS #others #gk #generalknowledge #ca #currentaffairs #dailycurrentaffairs #hotsknowledge #generalawareness #generalstudies #generalscience #hotscurrentaffairs #allgovtexams #chess #magnuscharlsen. Image description: a man in a suit playing chess with a yellow background",0,5,9,0.008962391875684261,0.8219593167304993,0.1690782755613327,11.2922735,2.046823
191,2023-06-01,https://scontent.cdninstagram.com/v/t51.29350-15/350589173_1220734281971246_4613884474354876774_n.webp?stp=dst-jpg&_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=mQhX17CqrEAAX86wVUx&_nc_ht=scontent.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfAPksQ_nE8ip_SJzzoAOiKA_YdhpwomPzj8hcmmQZjKvg&oe=647D9AE1,"On my way to grandmaster 💪
Follow me👉thechessvibe
Follow me👉thechessvibe
-
-
-
-
-
-
DM for credit/removal
#chessplayer #chessplayers #chessmaster #chesstactics #chessmemes #chess #strategy #chesschampion #chessboard","On my way to grandmaster 💪
Follow me👉thechessvibe
Follow me👉thechessvibe
-
-
-
-
-
-
DM for credit/removal
#chessplayer #chessplayers #chessmaster #chesstactics #chessmemes #chess #strategy #chesschampion #chessboard",someone is playing a game on their cell phone with a chess board,"On my way to grandmaster 💪
Follow me👉thechessvibe
Follow me👉thechessvibe
-
-
-
-
-
-
DM for credit/removal
#chessplayer #chessplayers #chessmaster #chesstactics #chessmemes #chess #strategy #chesschampion #chessboard. Image description: someone is playing a game on their cell phone with a chess board",0,4,3,0.0063309213146567345,0.37489405274391174,0.6187750101089478,11.275001,0.4507603
192,2023-06-01,https://scontent.cdninstagram.com/v/t51.29350-15/350436459_989458615399859_1804633959904478627_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=-c2oyDbGKwgAX93Lv71&_nc_ht=scontent.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfBJtQWkNhOvdkSatwNFcfv8BafeWBTE00kJXqVxrfuniA&oe=647DACA3,Been a good few days on #etsy #etsyseller #etsyshop #etsysellersofinstagram #sold #chess #chessgame #chessmaster #chessboard #chessmaster,Been a good few days on #etsy #etsyseller #etsyshop #etsysellersofinstagram #sold #chess #chessgame #chessmaster #chessboard #chessmaster,chess pieces with a stamp that says just sold on them,Been a good few days on #etsy #etsyseller #etsyshop #etsysellersofinstagram #sold #chess #chessgame #chessmaster #chessboard #chessmaster. Image description: chess pieces with a stamp that says just sold on them,4,4,16,0.004407152067869902,0.07990436255931854,0.9156885147094727,15.286727,4.3562384
193,2023-06-01,https://scontent.cdninstagram.com/v/t51.29350-15/350598848_1243060573248472_9081478728253417151_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=FyIIi5wh5fUAX8qxuBs&_nc_ht=scontent.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AfAvTsSIpF62M9PVjAhzQ6lAvvwfoE2qoP6x1tTaZG0UEA&oe=647DEBF9,"Un close up al gran Akiba Rubinstein...

#chess #ajedrez #chesslegends","Un close up al gran Akiba Rubinstein...

#chess #ajedrez #chesslegends",a black and white photo of a man in a suit and tie,"Un close up al gran Akiba Rubinstein...

#chess #ajedrez #chesslegends. Image description: a black and white photo of a man in a suit and tie",0,1,13,0.023186663165688515,0.8932672739028931,0.08354605734348297,14.383415,6.6216087
